address,albers_x,albers_y,admin_id,nearest_facility,coord_x,coord_y,drv_time_sec,drv_time_hrs,drv_dist,tag
"1020 E 39TH AV, VANCOUVER, BC",1212491,473052,1234,Sir Alexander Mackenzie Elementary,1212313,473057,57.563184976993156,00:00:57,0.229,schools
"1020 E 40TH AV, VANCOUVER, BC",1212494,472947,1234,Sir Alexander Mackenzie Elementary,1212313,473057,70.56589697965654,00:01:10,0.331,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212426,478306,1234,Admiral Seymour StrongStart Centre,1212578,477967,113.57173832977259,00:01:53,0.582,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212449,478307,1234,Admiral Seymour StrongStart Centre,1212578,477967,113.57173832977259,00:01:53,0.582,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212434,478307,1234,Admiral Seymour StrongStart Centre,1212578,477967,113.57173832977259,00:01:53,0.582,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212441,478307,1234,Admiral Seymour StrongStart Centre,1212578,477967,113.57173832977259,00:01:53,0.582,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212457,478307,1234,Admiral Seymour StrongStart Centre,1212578,477967,113.57173832977259,00:01:53,0.582,schools
"1020 E HASTINGS ST, VANCOUVER, BC",1212441,478196,1234,Admiral Seymour StrongStart Centre,1212578,477967,106.05551865065357,00:01:46,0.531,schools
"1020 E KING EDWARD AV, VANCOUVER, BC",1212481,474606,1234,Sir Richard McBride Annex,1212408,473884,110.71101184168684,00:01:50,0.855,schools
"1020 E PENDER ST, VANCOUVER, BC",1212459,478096,1234,Admiral Seymour StrongStart Centre,1212578,477967,56.03234612915652,00:00:56,0.238,schools
"1020 GRANVILLE ST, VANCOUVER, BC",1209460,477858,1234,Anchor Point Montessori,1208902,477646,158.61597701302858,00:02:38,0.95,schools
"1020 HAMILTON ST, VANCOUVER, BC",1209734,477634,1234,Elsie Roy Elementary,1209538,477136,99.46934846368212,00:01:39,0.814,schools
"1020 HARWOOD ST, VANCOUVER, BC",1208817,477721,1234,Anchor Point Montessori,1208902,477646,119.63486132418419,00:01:59,0.621,schools
"1020 MAINLAND ST, VANCOUVER, BC",1209753,477572,1234,Elsie Roy Elementary,1209538,477136,92.08037915745366,00:01:32,0.677,schools
"1020 MALKIN AV, VANCOUVER, BC",1212458,477297,1234,Admiral Seymour StrongStart Centre,1212578,477967,139.94382877244732,00:02:19,0.828,schools
"1020 MARINASIDE CRESCENT, VANCOUVER, BC",1210053,477232,1234,The Westside School,1210172,477754,103.24698787281878,00:01:43,0.883,schools
"1020 MARINASIDE CRESCENT, VANCOUVER, BC",1210217,477303,1234,The Westside School,1210172,477754,103.24698787281878,00:01:43,0.883,schools
"1020 STATION ST, VANCOUVER, BC",1211251,477530,1234,Crosstown Elementary,1210665,477892,92.68313006450279,00:01:32,0.859,schools
"1020 W 12TH AV, VANCOUVER, BC",1209233,475796,1234,L'Ecole Bilingue Elementary,1209026,475541,93.94631651060885,00:01:33,0.451,schools
"1020 W 12TH AV, VANCOUVER, BC",1209218,475796,1234,L'Ecole Bilingue Elementary,1209026,475541,93.94631651060885,00:01:33,0.451,schools
"1020 W 15TH AV, VANCOUVER, BC",1209218,475493,1234,L'Ecole Bilingue Elementary,1209026,475541,68.5493535015409,00:01:08,0.235,schools
"1020 W 16TH AV, VANCOUVER, BC",1209196,475399,1234,L'Ecole Bilingue Elementary,1209026,475541,63.99400310151687,00:01:03,0.411,schools
"1020 W BROADWAY, VANCOUVER, BC",1209214,476108,1234,L'Ecole Bilingue Elementary,1209026,475541,146.1859052582202,00:02:26,0.766,schools
"1020 WOLFE AV, VANCOUVER, BC",1209204,474925,1234,Westside Montessori,1209243,474492,88.44525868495242,00:01:28,0.641,schools
"1021 BURNABY ST, VANCOUVER, BC",1208917,477860,1234,Pattison High School,1209307,478110,71.4673069723238,00:01:11,0.504,schools
"1021 DEVONSHIRE CRESCENT, VANCOUVER, BC",1209216,474065,1234,Vancouver Talmud Torah Elementary,1209333,474385,59.319437143532184,00:00:59,0.426,schools
"1021 E 12TH AV, VANCOUVER, BC",1212485,475886,1234,Florence Nightingale StrongStart Centre,1211687,475869,121.33566478074069,00:02:01,1.038,schools
"1021 E 13TH AV, VANCOUVER, BC",1212490,475786,1234,Florence Nightingale StrongStart Centre,1211687,475869,125.31844637956537,00:02:05,1.038,schools
"1021 E 14TH AV, VANCOUVER, BC",1212490,475686,1234,Charles Dickens Elementary,1212535,475325,131.95579318722335,00:02:11,0.577,schools
"1021 E 15TH AV, VANCOUVER, BC",1212493,475579,1234,Charles Dickens Elementary,1212535,475325,86.66527859954849,00:01:26,0.508,schools
"1021 HARWOOD ST, VANCOUVER, BC",1208833,477789,1234,Pattison High School,1209307,478110,90.93210666072986,00:01:30,0.628,schools
"1021 W HASTINGS ST, VANCOUVER, BC",1209780,478869,1234,Alexander Academy,1210097,478578,126.93324061991066,00:02:06,0.887,schools
"1022 E 13TH AV, VANCOUVER, BC",1212481,475728,1234,Florence Nightingale StrongStart Centre,1211687,475869,106.90847303964465,00:01:46,0.945,schools
"1022 E 21ST AV, VANCOUVER, BC",1212481,474955,1234,Charles Dickens Annex,1212533,474809,57.37567546788999,00:00:57,0.219,schools
"1022 MAIN ST, VANCOUVER, BC",1211194,477554,1234,Crosstown Elementary,1210665,477892,139.61826795622804,00:02:19,1.205,schools
"1022 NELSON ST, VANCOUVER, BC",1209145,478167,1234,Pattison High School,1209307,478110,131.2834536498868,00:02:11,0.973,schools
"1022 SEYMOUR ST, VANCOUVER, BC",1209543,477801,1234,Elsie Roy Elementary,1209538,477136,152.92299694431028,00:02:32,0.887,schools
"1023 CONNAUGHT DRIVE, VANCOUVER, BC",1209253,473951,1234,Vancouver Talmud Torah Elementary,1209333,474385,83.03282035315583,00:01:23,0.75,schools
"1023 E 11TH AV, VANCOUVER, BC",1212484,475987,1234,Florence Nightingale StrongStart Centre,1211687,475869,133.195602634373,00:02:13,1.136,schools
"1023 E 17TH AV, VANCOUVER, BC",1212472,475413,1234,Charles Dickens Elementary,1212535,475325,84.67814663305874,00:01:24,0.304,schools
"1023 E 21ST AV, VANCOUVER, BC",1212494,475012,1234,Charles Dickens Elementary,1212535,475325,89.76703471186988,00:01:29,0.39,schools
"1023 E 41ST AV, VANCOUVER, BC",1212503,472904,1234,Sir Alexander Mackenzie Elementary,1212313,473057,118.7903557729786,00:01:58,0.579,schools
"1023 E 8TH AV, VANCOUVER, BC",1212474,476297,1234,Mount Pleasant StrongStart Centre,1211649,476302,158.44186634941238,00:02:38,1.07,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208773,477695,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208735,477728,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208720,477742,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208728,477735,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208713,477749,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208750,477715,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208765,477701,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208758,477708,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208743,477721,1234,Pattison High School,1209307,478110,109.42387842935716,00:01:49,0.755,schools
"1023 WOLFE AV, VANCOUVER, BC",1209231,474995,1234,L'Ecole Bilingue Elementary,1209026,475541,79.54319253731548,00:01:19,0.743,schools
"1024 CARDERO ST, VANCOUVER, BC",1208508,478725,1234,King George Secondary,1208443,479047,47.65352146142038,00:00:47,0.432,schools
"1024 E 10TH AV, VANCOUVER, BC",1212481,476029,1234,Florence Nightingale StrongStart Centre,1211687,475869,109.18524522042536,00:01:49,0.948,schools
"1024 E 11TH AV, VANCOUVER, BC",1212484,475930,1234,Florence Nightingale StrongStart Centre,1211687,475869,96.60124801240723,00:01:36,0.848,schools
"1024 E 13TH AV, VANCOUVER, BC",1212492,475728,1234,Florence Nightingale StrongStart Centre,1211687,475869,110.50767101834218,00:01:50,0.956,schools
"1024 E 16TH AV, VANCOUVER, BC",1212487,475457,1234,Charles Dickens Elementary,1212535,475325,82.91702701749959,00:01:22,0.384,schools
"1024 E 20TH AV, VANCOUVER, BC",1212497,475056,1234,Charles Dickens Annex,1212533,474809,82.78869988897236,00:01:22,0.339,schools
"1024 KEEFER ST, VANCOUVER, BC",1212468,477995,1234,Admiral Seymour StrongStart Centre,1212578,477967,21.745333215190122,00:00:21,0.129,schools
"1024 MAIN ST, VANCOUVER, BC",1211194,477546,1234,Crosstown Elementary,1210665,477892,140.69812673892906,00:02:20,1.22,schools
"1024 MAIN ST, VANCOUVER, BC",1211194,477539,1234,Crosstown Elementary,1210665,477892,140.69812673892906,00:02:20,1.22,schools
"1024 W 7TH AV, VANCOUVER, BC",1209224,476310,1234,L'Ecole Bilingue Elementary,1209026,475541,181.97255736753382,00:03:01,0.985,schools
"1025 CHILCO ST, VANCOUVER, BC",1208027,479183,1234,King George Secondary,1208443,479047,106.10382319365112,00:01:46,0.74,schools
"1025 CHILCO ST, VANCOUVER, BC",1208017,479194,1234,King George Secondary,1208443,479047,106.10382319365112,00:01:46,0.74,schools
"1025 E 10TH AV, VANCOUVER, BC",1212479,476087,1234,Florence Nightingale StrongStart Centre,1211687,475869,146.5054556385361,00:02:26,1.239,schools
"1025 E 17TH AV, VANCOUVER, BC",1212487,475413,1234,Charles Dickens Elementary,1212535,475325,79.7701118096979,00:01:19,0.289,schools
"1025 E 22ND AV, VANCOUVER, BC",1212496,474911,1234,Charles Dickens Elementary,1212535,475325,99.36344086897554,00:01:39,0.491,schools
"1025 E 39TH AV, VANCOUVER, BC",1212498,473112,1234,Sir Alexander Mackenzie Elementary,1212313,473057,104.66149115036727,00:01:44,0.475,schools
"1025 E 40TH AV, VANCOUVER, BC",1212501,473007,1234,Sir Alexander Mackenzie Elementary,1212313,473057,108.37839901391352,00:01:48,0.472,schools
"1025 E BROADWAY, VANCOUVER, BC",1212477,476197,1234,Mount Pleasant StrongStart Centre,1211649,476302,157.11677437187421,00:02:37,1.163,schools
"1025 E BROADWAY, VANCOUVER, BC",1212488,476198,1234,Mount Pleasant StrongStart Centre,1211649,476302,157.11677437187421,00:02:37,1.163,schools
"1025 E KING EDWARD AV, VANCOUVER, BC",1212501,474652,1234,Charles Dickens Annex,1212533,474809,74.84090569809814,00:01:14,0.338,schools
"1025 GILFORD ST, VANCOUVER, BC",1208082,479064,1234,Lord Roberts Elementary,1208355,478705,103.22744609431183,00:01:43,0.753,schools
"1025 GILFORD ST, VANCOUVER, BC",1208097,479051,1234,Lord Roberts Elementary,1208355,478705,103.22744609431183,00:01:43,0.753,schools
"1025 GRANVILLE ST, VANCOUVER, BC",1209413,477900,1234,Pattison High School,1209307,478110,132.0601249648649,00:02:12,0.801,schools
"1025 GRANVILLE ST, VANCOUVER, BC",1209408,477894,1234,Pattison High School,1209307,478110,132.0601249648649,00:02:12,0.801,schools
"1025 RICHELIEU AV, VANCOUVER, BC",1209197,475344,1234,L'Ecole Bilingue Elementary,1209026,475541,45.451978914355934,00:00:45,0.354,schools
"1025 ROBSON ST, VANCOUVER, BC",1209421,478442,1234,Pattison High School,1209307,478110,78.20307740403089,00:01:18,0.534,schools
"1025 W 11TH AV, VANCOUVER, BC",1209230,475960,1234,L'Ecole Bilingue Elementary,1209026,475541,93.19921290997154,00:01:33,0.762,schools
"1025 W 13TH AV, VANCOUVER, BC",1209235,475753,1234,L'Ecole Bilingue Elementary,1209026,475541,70.9012556517345,00:01:10,0.551,schools
"1025 W 7TH AV, VANCOUVER, BC",1209219,476362,1234,L'Ecole Bilingue Elementary,1209026,475541,135.83554887852384,00:02:15,1.163,schools
"1026 DAVIE ST, VANCOUVER, BC",1208951,477896,1234,Anchor Point Montessori,1208902,477646,120.94766809240885,00:02:00,0.816,schools
"1026 E 18TH AV, VANCOUVER, BC",1212498,475258,1234,Charles Dickens Elementary,1212535,475325,93.21328362386743,00:01:33,0.446,schools
"1026 E 22ND AV, VANCOUVER, BC",1212498,474855,1234,Charles Dickens Annex,1212533,474809,109.17796626604706,00:01:49,0.617,schools
"1026 E 24TH AV, VANCOUVER, BC",1212499,474662,1234,Charles Dickens Annex,1212533,474809,120.01841635182893,00:02:00,0.588,schools
"1026 E 38TH AV, VANCOUVER, BC",1212495,473155,1234,Sir Alexander Mackenzie Elementary,1212313,473057,57.14852831765266,00:00:57,0.238,schools
"1026 E 39TH AV, VANCOUVER, BC",1212502,473052,1234,Sir Alexander Mackenzie Elementary,1212313,473057,61.3404736650909,00:01:01,0.24,schools
"1026 E 40TH AV, VANCOUVER, BC",1212504,472947,1234,Sir Alexander Mackenzie Elementary,1212313,473057,73.83850737240647,00:01:13,0.341,schools
"1026 E 7TH AV, VANCOUVER, BC",1212474,476341,1234,Mount Pleasant StrongStart Centre,1211649,476302,140.32098142391072,00:02:20,0.876,schools
"1026 GRANVILLE ST, VANCOUVER, BC",1209452,477850,1234,Anchor Point Montessori,1208902,477646,154.9155812178474,00:02:34,0.938,schools
"1026 LAURIER AV, VANCOUVER, BC",1209221,474698,1234,Emily Carr Elementary,1209375,474661,68.61605564049725,00:01:08,0.323,schools
"1026 RICHELIEU AV, VANCOUVER, BC",1209195,475263,1234,L'Ecole Bilingue Elementary,1209026,475541,93.31356736182472,00:01:33,0.742,schools
"1026 W 13TH AV, VANCOUVER, BC",1209235,475693,1234,L'Ecole Bilingue Elementary,1209026,475541,89.32368051180435,00:01:29,0.367,schools
"1027 E 14TH AV, VANCOUVER, BC",1212500,475686,1234,Charles Dickens Elementary,1212535,475325,128.68379502478493,00:02:08,0.567,schools
"1027 E 16TH AV, VANCOUVER, BC",1212488,475507,1234,Charles Dickens Elementary,1212535,475325,80.07451820816176,00:01:20,0.439,schools
"1027 E 29TH AV, VANCOUVER, BC",1212491,474211,1234,Sir Richard McBride Annex,1212408,473884,71.2229925831759,00:01:11,0.5,schools
"1027 E GEORGIA ST, VANCOUVER, BC",1212467,477953,1234,Admiral Seymour StrongStart Centre,1212578,477967,61.281342099695436,00:01:01,0.229,schools
"1027 LAURIER AV, VANCOUVER, BC",1209219,474764,1234,Westside Montessori,1209243,474492,89.38275511829535,00:01:29,0.573,schools
"1027 W 27TH AV, VANCOUVER, BC",1209245,474360,1234,Westside Montessori,1209243,474492,52.33020088990732,00:00:52,0.172,schools
"1027 W 8TH AV, VANCOUVER, BC",1209209,476271,1234,L'Ecole Bilingue Elementary,1209026,475541,132.97547154657687,00:02:12,1.084,schools
"1028 ALBERNI ST, VANCOUVER, BC",1209464,478470,1234,Pattison High School,1209307,478110,116.12310841617844,00:01:56,0.746,schools
"1028 BARCLAY ST, VANCOUVER, BC",1209238,478232,1234,Pattison High School,1209307,478110,85.3398949581134,00:01:25,0.479,schools
"1028 BARCLAY ST, VANCOUVER, BC",1209255,478215,1234,Pattison High School,1209307,478110,85.3398949581134,00:01:25,0.479,schools
"1028 DEVONSHIRE CRESCENT, VANCOUVER, BC",1209251,474017,1234,Vancouver Talmud Torah Elementary,1209333,474385,56.408655940338235,00:00:56,0.424,schools
"1028 E 11TH AV, VANCOUVER, BC",1212494,475930,1234,Florence Nightingale StrongStart Centre,1211687,475869,99.87325618857783,00:01:39,0.858,schools
"1028 E 12TH AV, VANCOUVER, BC",1212488,475829,1234,Florence Nightingale StrongStart Centre,1211687,475869,97.453343957634,00:01:37,0.851,schools
"1028 E 15TH AV, VANCOUVER, BC",1212488,475529,1234,Charles Dickens Elementary,1212535,475325,88.5362647410453,00:01:28,0.397,schools
"1028 E 28TH AV, VANCOUVER, BC",1212491,474250,1234,Sir Richard McBride Annex,1212408,473884,59.10048486873968,00:00:59,0.374,schools
"1028 E 31ST AV, VANCOUVER, BC",1212499,473925,1234,Sir Richard McBride Annex,1212408,473884,14.925081297515147,00:00:14,0.047,schools
"1028 E 33RD AV, VANCOUVER, BC",1212488,473671,1234,Sir Richard McBride Annex,1212408,473884,94.52501854715145,00:01:34,0.63,schools
"1028 E 37TH AV, VANCOUVER, BC",1212494,473255,1234,Sir Alexander Mackenzie Elementary,1212313,473057,67.23297131404031,00:01:07,0.341,schools
"1028 E 40TH AV, VANCOUVER, BC",1212514,472948,1234,Sir Alexander Mackenzie Elementary,1212313,473057,77.10835186723266,00:01:17,0.351,schools
"1028 E PENDER ST, VANCOUVER, BC",1212467,478096,1234,Admiral Seymour StrongStart Centre,1212578,477967,55.28099212485573,00:00:55,0.23,schools
"1028 HAMILTON ST, VANCOUVER, BC",1209719,477617,1234,Elsie Roy Elementary,1209538,477136,115.41217525775545,00:01:55,0.887,schools
"1028 W 26TH AV, VANCOUVER, BC",1209243,474426,1234,Westside Montessori,1209243,474492,79.8298438360325,00:01:19,0.339,schools
"1028 W 27TH AV, VANCOUVER, BC",1209211,474312,1234,Vancouver Talmud Torah Elementary,1209333,474385,57.04102682459067,00:00:57,0.265,schools
"1028 W 29TH AV, VANCOUVER, BC",1209248,474120,1234,Vancouver Talmud Torah Elementary,1209333,474385,112.41416332578092,00:01:52,0.818,schools
"1028 W 32ND AV, VANCOUVER, BC",1209246,473776,1234,Vancouver Talmud Torah Elementary,1209333,474385,84.88901901649399,00:01:24,0.66,schools
"1028 W 37TH AV, VANCOUVER, BC",1209227,473250,1234,Vancouver College,1208709,472956,144.36373746583294,00:02:24,0.855,schools
"1029 E 12TH AV, VANCOUVER, BC",1212495,475886,1234,Florence Nightingale StrongStart Centre,1211687,475869,118.06365660457008,00:01:58,1.028,schools
"1029 E 13TH AV, VANCOUVER, BC",1212500,475787,1234,Florence Nightingale StrongStart Centre,1211687,475869,122.03763705234856,00:02:02,1.028,schools
"1029 E 15TH AV, VANCOUVER, BC",1212501,475583,1234,Charles Dickens Elementary,1212535,475325,110.1656615520706,00:01:50,0.472,schools
"1029 E GEORGIA ST, VANCOUVER, BC",1212475,477953,1234,Admiral Seymour StrongStart Centre,1212578,477967,87.10018545567314,00:01:27,0.413,schools
"1029 NANTON AV, VANCOUVER, BC",1209211,474270,1234,Vancouver Talmud Torah Elementary,1209333,474385,43.072223285668464,00:00:43,0.222,schools
"1029 W 26TH AV, VANCOUVER, BC",1209208,474473,1234,Vancouver Talmud Torah Elementary,1209333,474385,69.05006933969464,00:01:09,0.223,schools
"1029 W 27TH AV, VANCOUVER, BC",1209211,474370,1234,Vancouver Talmud Torah Elementary,1209333,474385,35.24624736116651,00:00:35,0.12,schools
"1029 W 29TH AV, VANCOUVER, BC",1209214,474166,1234,Vancouver Talmud Torah Elementary,1209333,474385,76.85606757174915,00:01:16,0.552,schools
"1029 W 32ND AV, VANCOUVER, BC",1209220,473839,1234,Vancouver Talmud Torah Elementary,1209333,474385,92.96139489360834,00:01:32,0.586,schools
"1029 W 33RD AV, VANCOUVER, BC",1209222,473731,1234,Vancouver Talmud Torah Elementary,1209333,474385,87.71007733271004,00:01:27,0.764,schools
"103 E 41ST AV, VANCOUVER, BC",1211097,472879,1234,Sir Wm Van Horne Elementary,1210881,472668,119.46426676928485,00:01:59,0.724,schools
"103 E HASTINGS ST, VANCOUVER, BC",1210997,478245,1234,Crosstown Elementary,1210665,477892,144.52991388861423,00:02:24,0.954,schools
"103 E WOODSTOCK AV, VANCOUVER, BC",1211093,472937,1234,General Brock Elementary,1211269,473756,118.33463780899429,00:01:58,1.059,schools
"103 POWELL ST, VANCOUVER, BC",1210985,478443,1234,Crosstown Elementary,1210665,477892,163.74793987793151,00:02:43,1.165,schools
"103 POWELL ST, VANCOUVER, BC",1210977,478443,1234,Crosstown Elementary,1210665,477892,163.74793987793151,00:02:43,1.165,schools
"103 POWELL ST, VANCOUVER, BC",1211008,478443,1234,Crosstown Elementary,1210665,477892,163.74793987793151,00:02:43,1.165,schools
"103 POWELL ST, VANCOUVER, BC",1211000,478443,1234,Crosstown Elementary,1210665,477892,163.74793987793151,00:02:43,1.165,schools
"103 POWELL ST, VANCOUVER, BC",1210992,478443,1234,Crosstown Elementary,1210665,477892,163.74793987793151,00:02:43,1.165,schools
"103 W 14TH AV, VANCOUVER, BC",1210706,475684,1234,Simon Fraser Elementary,1210646,475505,84.31103569721076,00:01:24,0.593,schools
"103 W 15TH AV, VANCOUVER, BC",1210705,475585,1234,Simon Fraser Elementary,1210646,475505,71.86194126728758,00:01:11,0.493,schools
"103 W 19TH AV, VANCOUVER, BC",1210713,475162,1234,Simon Fraser Elementary,1210646,475505,94.43895436797065,00:01:34,0.763,schools
"103 W 21ST AV, VANCOUVER, BC",1210716,474950,1234,General Wolfe Elementary,1210854,474408,115.15276467899766,00:01:55,0.728,schools
"103 W 22ND AV, VANCOUVER, BC",1210716,474851,1234,General Wolfe Elementary,1210854,474408,105.77466002454015,00:01:45,0.629,schools
"103 W 23RD AV, VANCOUVER, BC",1210718,474738,1234,General Wolfe Elementary,1210854,474408,85.03982152944276,00:01:25,0.516,schools
"103 W 6TH AV, VANCOUVER, BC",1210696,476474,1234,St Patrick Regional Secondary,1211034,475992,136.7517099083467,00:02:16,1.05,schools
"1030 BURNABY ST, VANCOUVER, BC",1208855,477835,1234,Anchor Point Montessori,1208902,477646,103.79651827089711,00:01:43,0.679,schools
"1030 BUTE ST, VANCOUVER, BC",1208972,478262,1234,Pattison High School,1209307,478110,115.63901604362255,00:01:55,0.901,schools
"1030 CHILCO ST, VANCOUVER, BC",1208018,479113,1234,King George Secondary,1208443,479047,128.67138417018558,00:02:08,0.995,schools
"1030 CONNAUGHT DRIVE, VANCOUVER, BC",1209219,473895,1234,Vancouver Talmud Torah Elementary,1209333,474385,127.24956622986186,00:02:07,0.734,schools
"1030 DAVIE ST, VANCOUVER, BC",1208937,477907,1234,Anchor Point Montessori,1208902,477646,116.68505703293441,00:01:56,0.798,schools
"1030 DEVONSHIRE CRESCENT, VANCOUVER, BC",1209217,474005,1234,Vancouver Talmud Torah Elementary,1209333,474385,89.60430575556234,00:01:29,0.569,schools
"1030 E 10TH AV, VANCOUVER, BC",1212491,476029,1234,Florence Nightingale StrongStart Centre,1211687,475869,112.45724903054115,00:01:52,0.958,schools
"1030 E 13TH AV, VANCOUVER, BC",1212502,475729,1234,Florence Nightingale StrongStart Centre,1211687,475869,113.78657702161883,00:01:53,0.966,schools
"1030 E 14TH AV, VANCOUVER, BC",1212501,475629,1234,Charles Dickens Elementary,1212535,475325,118.64274823849748,00:01:58,0.573,schools
"1030 E 8TH AV, VANCOUVER, BC",1212487,476240,1234,Mount Pleasant StrongStart Centre,1211649,476302,143.47779931946724,00:02:23,0.994,schools
"1030 E CORDOVA ST, VANCOUVER, BC",1212472,478307,1234,Admiral Seymour StrongStart Centre,1212578,477967,115.86226610269262,00:01:55,0.589,schools
"1030 E CORDOVA ST, VANCOUVER, BC",1212464,478307,1234,Admiral Seymour StrongStart Centre,1212578,477967,115.86226610269262,00:01:55,0.589,schools
"1030 E HASTINGS ST, VANCOUVER, BC",1212451,478197,1234,Admiral Seymour StrongStart Centre,1212578,477967,60.80320249816697,00:01:00,0.344,schools
"1030 E PENDER ST, VANCOUVER, BC",1212474,478096,1234,Admiral Seymour StrongStart Centre,1212578,477967,38.59675641643837,00:00:38,0.17,schools
"1030 HARWOOD ST, VANCOUVER, BC",1208784,477752,1234,Anchor Point Montessori,1208902,477646,108.05595966885672,00:01:48,0.585,schools
"1030 HARWOOD ST, VANCOUVER, BC",1208776,477758,1234,Anchor Point Montessori,1208902,477646,108.05595966885672,00:01:48,0.585,schools
"1030 HARWOOD ST, VANCOUVER, BC",1208791,477745,1234,Anchor Point Montessori,1208902,477646,108.05595966885672,00:01:48,0.585,schools
"1030 KEEFER ST, VANCOUVER, BC",1212476,477996,1234,Admiral Seymour StrongStart Centre,1212578,477967,93.82339440687107,00:01:33,0.456,schools
"1030 ROBSON ST, VANCOUVER, BC",1209392,478387,1234,Pattison High School,1209307,478110,101.57230832666082,00:01:41,0.635,schools
"1030 W 11TH AV, VANCOUVER, BC",1209232,475902,1234,L'Ecole Bilingue Elementary,1209026,475541,116.36060267595599,00:01:56,0.561,schools
"1030 W 11TH AV, VANCOUVER, BC",1209216,475902,1234,L'Ecole Bilingue Elementary,1209026,475541,116.36060267595599,00:01:56,0.561,schools
"1030 W 14TH AV, VANCOUVER, BC",1209237,475589,1234,L'Ecole Bilingue Elementary,1209026,475541,60.53860848603607,00:01:00,0.243,schools
"1030 W 14TH AV, VANCOUVER, BC",1209206,475588,1234,L'Ecole Bilingue Elementary,1209026,475541,60.53860848603607,00:01:00,0.243,schools
"1030 W 14TH AV, VANCOUVER, BC",1209221,475588,1234,L'Ecole Bilingue Elementary,1209026,475541,60.53860848603607,00:01:00,0.243,schools
"1030 W 26TH AV, VANCOUVER, BC",1209209,474415,1234,Vancouver Talmud Torah Elementary,1209333,474385,50.147747468156844,00:00:50,0.165,schools
"1030 W 32ND AV, VANCOUVER, BC",1209220,473774,1234,Vancouver Talmud Torah Elementary,1209333,474385,101.97694165716864,00:01:41,0.807,schools
"1030 W 33RD AV, VANCOUVER, BC",1209224,473669,1234,Vancouver Talmud Torah Elementary,1209333,474385,135.41268819290573,00:02:15,1.001,schools
"1030 W 38TH AV, VANCOUVER, BC",1209213,473153,1234,Vancouver College,1208709,472956,100.58178253558538,00:01:40,0.705,schools
"1030 W BROADWAY, VANCOUVER, BC",1209211,476101,1234,L'Ecole Bilingue Elementary,1209026,475541,145.16897210639635,00:02:25,0.763,schools
"1030 W GEORGIA ST, VANCOUVER, BC",1209517,478502,1234,Pattison High School,1209307,478110,110.7163121024924,00:01:50,0.823,schools
"1030 W KING EDWARD AV, VANCOUVER, BC",1209207,474521,1234,Westside Montessori,1209243,474492,76.89821164848111,00:01:16,0.248,schools
"1031 BURNABY ST, VANCOUVER, BC",1208902,477874,1234,Pattison High School,1209307,478110,76.39114490162004,00:01:16,0.525,schools
"1031 CARDERO ST, VANCOUVER, BC",1208454,478725,1234,Lord Roberts Elementary,1208355,478705,74.7110803427078,00:01:14,0.503,schools
"1031 E 11TH AV, VANCOUVER, BC",1212494,475988,1234,Florence Nightingale StrongStart Centre,1211687,475869,129.91671778616993,00:02:09,1.126,schools
"1031 W 10TH AV, VANCOUVER, BC",1209228,476063,1234,L'Ecole Bilingue Elementary,1209026,475541,106.35838882179375,00:01:46,0.863,schools
"1031 W 15TH AV, VANCOUVER, BC",1209237,475547,1234,L'Ecole Bilingue Elementary,1209026,475541,50.885062323465895,00:00:50,0.347,schools
"1031 W 16TH AV, VANCOUVER, BC",1209177,475454,1234,L'Ecole Bilingue Elementary,1209026,475541,54.45695702755314,00:00:54,0.36,schools
"1032 ALBERNI ST, VANCOUVER, BC",1209443,478489,1234,Pattison High School,1209307,478110,109.32642370560487,00:01:49,0.717,schools
"1032 E 12TH AV, VANCOUVER, BC",1212498,475829,1234,Florence Nightingale StrongStart Centre,1211687,475869,100.72470794913573,00:01:40,0.861,schools
"1032 NICOLA ST, VANCOUVER, BC",1208579,478622,1234,Lord Roberts Elementary,1208355,478705,97.8024772807526,00:01:37,0.628,schools
"1032 WOLFE AV, VANCOUVER, BC",1209181,474952,1234,Westside Montessori,1209243,474492,90.46433618736673,00:01:30,0.663,schools
