address,albers_x,albers_y,nearest_facility,coord_x,coord_y,drv_time_sec,drv_time_hrs,drv_dist,tag
"1295 JOHNSTON ST, VANCOUVER, BC",1208795,476942,Peak House,1208284,476091,260.49963899371966,00:04:20,1.489,schools
"1295 JOHNSTON ST, VANCOUVER, BC",1208855,476875,Peak House,1208284,476091,260.49963899371966,00:04:20,1.489,schools
"1295 JOHNSTON ST, VANCOUVER, BC",1208868,476861,Peak House,1208284,476091,260.49963899371966,00:04:20,1.489,schools
"1295 JOHNSTON ST, VANCOUVER, BC",1208892,476833,Peak House,1208284,476091,260.49963899371966,00:04:20,1.489,schools
"1295 KINGSWAY, VANCOUVER, BC",1212856,474971,Charles Dickens Elementary,1212535,475325,75.52734729520749,00:01:15,0.557,schools
"1295 NANTON AV, VANCOUVER, BC",1208809,474269,Vancouver Talmud Torah Elementary,1209333,474385,104.89504720123799,00:01:44,0.56,schools
"1295 RICHARDS ST, VANCOUVER, BC",1209294,477467,Elsie Roy Elementary,1209538,477136,119.65953244501891,00:01:59,0.704,schools
"1295 SEYMOUR ST, VANCOUVER, BC",1209198,477511,Anchor Point Montessori,1208902,477646,83.64126440884597,00:01:23,0.524,schools
"1295 W 12TH AV, VANCOUVER, BC",1208779,475850,L'Ecole Bilingue Elementary,1209026,475541,140.22173699859044,00:02:20,0.758,schools
"1295 W 12TH AV, VANCOUVER, BC",1208795,475850,L'Ecole Bilingue Elementary,1209026,475541,140.22173699859044,00:02:20,0.758,schools
"1295 W 26TH AV, VANCOUVER, BC",1208799,474466,Westside Montessori,1209243,474492,105.4257504873173,00:01:45,0.52,schools
"1296 CONNAUGHT DRIVE, VANCOUVER, BC",1208734,474030,York House School,1208343,474486,97.06278987338126,00:01:37,0.778,schools
"1296 E 17TH AV, VANCOUVER, BC",1212847,475363,Charles Dickens Elementary,1212535,475325,70.22226533629188,00:01:10,0.398,schools
"1296 E 23RD AV, VANCOUVER, BC",1212855,474760,Sir Richard McBride Elementary,1212891,474150,110.22986514734104,00:01:50,0.846,schools
"1296 E 26TH AV, VANCOUVER, BC",1212875,474488,Sir Richard McBride Elementary,1212891,474150,106.51181897118595,00:01:46,0.639,schools
"1296 E 27TH AV, VANCOUVER, BC",1212877,474372,Sir Richard McBride Elementary,1212891,474150,95.28231254276055,00:01:35,0.521,schools
"1296 E KING EDWARD AV, VANCOUVER, BC",1212873,474602,Sir Richard McBride Elementary,1212891,474150,123.14379340814604,00:02:03,0.757,schools
"1296 THE CRESCENT, VANCOUVER, BC",1208738,475137,L'Ecole Bilingue Elementary,1209026,475541,93.07224181869618,00:01:33,0.692,schools
"1296 W 26TH AV, VANCOUVER, BC",1208797,474410,York House School,1208343,474486,74.14784628451213,00:01:14,0.501,schools
"1296 WOLFE AV, VANCOUVER, BC",1208762,475455,L'Ecole Bilingue Elementary,1209026,475541,38.189288113606224,00:00:38,0.375,schools
"1297 E 24TH AV, VANCOUVER, BC",1212850,474717,Charles Dickens Elementary,1212535,475325,106.96772395040055,00:01:46,0.781,schools
"1297 E 26TH AV, VANCOUVER, BC",1212874,474553,Sir Richard McBride Elementary,1212891,474150,116.47174150860396,00:01:56,0.672,schools
"1297 E 28TH AV, VANCOUVER, BC",1212887,474322,Sir Richard McBride Elementary,1212891,474150,86.04798081973475,00:01:26,0.427,schools
"1298 BALFOUR AV, VANCOUVER, BC",1208797,474812,York House School,1208343,474486,107.6944605734762,00:01:47,0.824,schools
"1298 E 14TH AV, VANCOUVER, BC",1212855,475639,Tyee Elementary,1213165,475208,85.35375028844182,00:01:25,0.688,schools
"1298 W 10TH AV, VANCOUVER, BC",1208778,475998,Peak House,1208284,476091,126.7123156473192,00:02:06,0.777,schools
"1298 W 10TH AV, VANCOUVER, BC",1208793,475998,Peak House,1208284,476091,126.7123156473192,00:02:06,0.777,schools
"1299 POWELL ST, VANCOUVER, BC",1212776,478497,Admiral Seymour StrongStart Centre,1212578,477967,82.92110015144964,00:01:22,0.721,schools
"1299 W 7TH AV, VANCOUVER, BC",1208776,476357,False Creek Elementary,1209243,476553,155.913936170694,00:02:35,0.706,schools
"130 E 15TH AV, VANCOUVER, BC",1211065,475532,Simon Fraser Elementary,1210646,475505,74.27257534001124,00:01:14,0.47,schools
"130 E 3RD AV, VANCOUVER, BC",1211055,476723,St Patrick Regional Secondary,1211034,475992,140.68492302598568,00:02:20,1.064,schools
"130 E CORDOVA ST, VANCOUVER, BC",1211050,478289,Crosstown Elementary,1210665,477892,141.6934707228274,00:02:21,0.783,schools
"130 E PENDER ST, VANCOUVER, BC",1211030,478078,Crosstown Elementary,1210665,477892,91.71544043640274,00:01:31,0.691,schools
"130 W 10TH AV, VANCOUVER, BC",1210642,476027,St Patrick Regional Secondary,1211034,475992,95.28993168952911,00:01:35,0.713,schools
"130 W 26TH AV, VANCOUVER, BC",1210708,474438,General Wolfe Elementary,1210854,474408,82.14129795213113,00:01:22,0.415,schools
"130 W BROADWAY, VANCOUVER, BC",1210601,476130,St Patrick Regional Secondary,1211034,475992,89.88584043249104,00:01:29,0.849,schools
"1300 CHESTNUT ST, VANCOUVER, BC",1208076,477133,Peak House,1208284,476091,214.2568428316362,00:03:34,1.245,schools
"1300 E 29TH AV, VANCOUVER, BC",1212893,474080,Sir Richard McBride Annex,1212408,473884,74.74316818647291,00:01:14,0.642,schools
"1300 GRANVILLE ST, VANCOUVER, BC",1209145,477514,Elsie Roy Elementary,1209538,477136,85.1773361459623,00:01:25,0.544,schools
"1300 PACIFIC BOULEVARD, VANCOUVER, BC",1209414,477151,Elsie Roy Elementary,1209538,477136,26.62574463681582,00:00:26,0.23,schools
"1300 ROBSON ST, VANCOUVER, BC",1208979,478762,King George Secondary,1208443,479047,104.08565239583547,00:01:44,0.749,schools
"1300 THE CRESCENT, VANCOUVER, BC",1208692,475258,L'Ecole Bilingue Elementary,1209026,475541,75.51148118308724,00:01:15,0.623,schools
"1300 W 7TH AV, VANCOUVER, BC",1208679,476282,False Creek Elementary,1209243,476553,120.44417624381335,00:02:00,0.733,schools
"1301 ARBUTUS ST, VANCOUVER, BC",1208256,477303,Anchor Point Montessori,1208902,477646,69.67446779712338,00:01:09,0.822,schools
"1301 ISLAND PARK WALK, VANCOUVER, BC",1208858,476617,False Creek Elementary,1209243,476553,66.00355605260077,00:01:06,0.361,schools
"1302 E 12TH AV, VANCOUVER, BC",1212891,475842,Stratford Hall,1213464,475654,83.91026305209432,00:01:23,0.871,schools
"1302 E 31ST AV, VANCOUVER, BC",1212860,473939,Sir Richard McBride Annex,1212408,473884,54.21905167801696,00:00:54,0.465,schools
"1302 E 37TH AV, VANCOUVER, BC",1212844,473275,Sir Alexander Mackenzie Elementary,1212313,473057,138.32646568321368,00:02:18,0.726,schools
"1302 SEYMOUR ST, VANCOUVER, BC",1209218,477447,Elsie Roy Elementary,1209538,477136,67.39350893872762,00:01:07,0.445,schools
"1303 E 19TH AV, VANCOUVER, BC",1212882,475221,Charles Dickens Elementary,1212535,475325,72.31731672883326,00:01:12,0.399,schools
"1303 E 26TH AV, VANCOUVER, BC",1212884,474554,Sir Richard McBride Elementary,1212891,474150,113.19149301073197,00:01:53,0.662,schools
"1303 E 27TH AV, VANCOUVER, BC",1212886,474436,Sir Richard McBride Elementary,1212891,474150,106.67078385403511,00:01:46,0.542,schools
"1303 E 29TH AV, VANCOUVER, BC",1212899,474224,Sir Richard McBride Elementary,1212891,474150,64.01702678302838,00:01:04,0.447,schools
"1303 E 29TH AV, VANCOUVER, BC",1212909,474224,Sir Richard McBride Elementary,1212891,474150,64.01702678302838,00:01:04,0.447,schools
"1303 E 37TH AV, VANCOUVER, BC",1212869,473366,Sir Richard McBride Annex,1212408,473884,118.5579446236025,00:01:58,1.038,schools
"1303 MATTHEWS AV, VANCOUVER, BC",1208682,475045,York House School,1208343,474486,107.91977425540222,00:01:47,0.953,schools
"1304 E 20TH AV, VANCOUVER, BC",1212885,475063,Tyee Elementary,1213165,475208,67.28086802721722,00:01:07,0.392,schools
"1304 E 26TH AV, VANCOUVER, BC",1212885,474488,Sir Richard McBride Elementary,1212891,474150,109.78349084024127,00:01:49,0.649,schools
"1304 E 33RD AV, VANCOUVER, BC",1212864,473682,Sir Richard McBride Annex,1212408,473884,88.58530115801302,00:01:28,0.722,schools
"1304 E 35TH AV, VANCOUVER, BC",1212868,473500,Sir Richard McBride Annex,1212408,473884,114.26335485705853,00:01:54,0.923,schools
"1304 E 36TH AV, VANCOUVER, BC",1212870,473406,Sir Richard McBride Annex,1212408,473884,114.77094774670083,00:01:54,0.998,schools
"1304 E KING EDWARD AV, VANCOUVER, BC",1212883,474602,Sir Richard McBride Elementary,1212891,474150,126.41537212309142,00:02:06,0.767,schools
"1304 SEYMOUR ST, VANCOUVER, BC",1209210,477438,Anchor Point Montessori,1208902,477646,89.0569308822563,00:01:29,0.567,schools
"1305 DAVIE ST, VANCOUVER, BC",1208582,478314,Lord Roberts Elementary,1208355,478705,63.94467073044963,00:01:03,0.592,schools
"1305 E 17TH AV, VANCOUVER, BC",1212879,475420,Tyee Elementary,1213165,475208,93.28486702537631,00:01:33,0.639,schools
"1305 E 18TH AV, VANCOUVER, BC",1212880,475321,Charles Dickens Elementary,1212535,475325,71.99817769116895,00:01:11,0.5,schools
"1305 E 21ST AV, VANCOUVER, BC",1212886,475020,Tyee Elementary,1213165,475208,71.35576515634247,00:01:11,0.435,schools
"1305 E 34TH AV, VANCOUVER, BC",1212865,473644,Sir Richard McBride Annex,1212408,473884,92.18488818938933,00:01:32,0.76,schools
"1305 JERVIS ST, VANCOUVER, BC",1208475,478180,Lord Roberts Elementary,1208355,478705,116.83524741023497,00:01:56,0.762,schools
"1305 W 12TH AV, VANCOUVER, BC",1208699,475849,L'Ecole Bilingue Elementary,1209026,475541,133.01833282915035,00:02:13,0.869,schools
"1305 W 12TH AV, VANCOUVER, BC",1208745,475850,L'Ecole Bilingue Elementary,1209026,475541,133.01833282915035,00:02:13,0.869,schools
"1305 W 12TH AV, VANCOUVER, BC",1208714,475850,L'Ecole Bilingue Elementary,1209026,475541,133.01833282915035,00:02:13,0.869,schools
"1305 W 12TH AV, VANCOUVER, BC",1208729,475850,L'Ecole Bilingue Elementary,1209026,475541,133.01833282915035,00:02:13,0.869,schools
"1305 W 12TH AV, VANCOUVER, BC",1208683,475849,L'Ecole Bilingue Elementary,1209026,475541,133.01833282915035,00:02:13,0.869,schools
"1305 W 13TH AV, VANCOUVER, BC",1208747,475743,L'Ecole Bilingue Elementary,1209026,475541,100.79447748204088,00:01:40,0.676,schools
"1305 W 13TH AV, VANCOUVER, BC",1208731,475743,L'Ecole Bilingue Elementary,1209026,475541,100.79447748204088,00:01:40,0.676,schools
"1305 W 15TH AV, VANCOUVER, BC",1208749,475539,L'Ecole Bilingue Elementary,1209026,475541,57.53373289920871,00:00:57,0.416,schools
"1305 W 26TH AV, VANCOUVER, BC",1208759,474467,York House School,1208343,474486,61.60027294453897,00:01:01,0.456,schools
"1306 BIDWELL ST, VANCOUVER, BC",1208074,478488,Lord Roberts Elementary,1208355,478705,120.14349786310798,00:02:00,0.768,schools
"1306 BIDWELL ST, VANCOUVER, BC",1208069,478482,Lord Roberts Elementary,1208355,478705,120.14349786310798,00:02:00,0.768,schools
"1306 BIDWELL ST, VANCOUVER, BC",1208079,478494,Lord Roberts Elementary,1208355,478705,120.14349786310798,00:02:00,0.768,schools
"1306 CARDERO ST, VANCOUVER, BC",1208187,478374,Lord Roberts Elementary,1208355,478705,88.79377158064023,00:01:28,0.538,schools
"1306 E 15TH AV, VANCOUVER, BC",1212879,475516,Tyee Elementary,1213165,475208,78.4007283601719,00:01:18,0.635,schools
"1306 E 18TH AV, VANCOUVER, BC",1212881,475262,Charles Dickens Elementary,1212535,475325,68.43194204798235,00:01:08,0.358,schools
"1306 E 24TH AV, VANCOUVER, BC",1212892,474663,Sir Richard McBride Elementary,1212891,474150,105.70691799372754,00:01:45,0.803,schools
"1306 E 34TH AV, VANCOUVER, BC",1212866,473593,Sir Richard McBride Annex,1212408,473884,97.04820343113708,00:01:37,0.811,schools
"1306 E 37TH AV, VANCOUVER, BC",1212873,473313,Sir Alexander Mackenzie Elementary,1212313,473057,131.07293434621255,00:02:11,0.927,schools
"1306 GRANVILLE ST, VANCOUVER, BC",1209139,477521,Elsie Roy Elementary,1209538,477136,86.04547527999709,00:01:26,0.554,schools
"1306 HARO ST, VANCOUVER, BC",1208889,478695,King George Secondary,1208443,479047,102.24553203561118,00:01:42,0.74,schools
"1306 HARO ST, VANCOUVER, BC",1208901,478685,King George Secondary,1208443,479047,102.24553203561118,00:01:42,0.74,schools
"1306 W 12TH AV, VANCOUVER, BC",1208746,475787,L'Ecole Bilingue Elementary,1209026,475541,90.99397495778611,00:01:30,0.664,schools
"1307 DEVONSHIRE CRESCENT, VANCOUVER, BC",1208760,474197,York House School,1208343,474486,85.86630637333978,00:01:25,0.615,schools
"1307 E 35TH AV, VANCOUVER, BC",1212868,473553,Sir Richard McBride Annex,1212408,473884,100.8408526766364,00:01:40,0.851,schools
"1307 E 36TH AV, VANCOUVER, BC",1212869,473461,Sir Richard McBride Annex,1212408,473884,109.55887423787108,00:01:49,0.943,schools
"1307 E 39TH AV, VANCOUVER, BC",1212848,473124,Sir Alexander Mackenzie Elementary,1212313,473057,81.34224556169556,00:01:21,0.539,schools
"1307 E 41ST AV, VANCOUVER, BC",1212848,472908,Sir Alexander Mackenzie Elementary,1212313,473057,136.61527930746823,00:02:16,0.87,schools
"1307 HARWOOD ST, VANCOUVER, BC",1208425,478157,Anchor Point Montessori,1208902,477646,104.08278232533401,00:01:44,0.918,schools
"1307 HARWOOD ST, VANCOUVER, BC",1208441,478143,Anchor Point Montessori,1208902,477646,104.08278232533401,00:01:44,0.918,schools
"1307 NANTON AV, VANCOUVER, BC",1208750,474300,York House School,1208343,474486,66.6600226396635,00:01:06,0.506,schools
"1307 W 33RD AV, VANCOUVER, BC",1208771,473740,York House School,1208343,474486,116.60284796129278,00:01:56,1.178,schools
"1307 W 41ST AV, VANCOUVER, BC",1208790,472907,Vancouver College,1208709,472956,107.30810969494027,00:01:47,0.613,schools
"1308 BEACH AV, VANCOUVER, BC",1208285,477943,Anchor Point Montessori,1208902,477646,98.42514279830952,00:01:38,0.845,schools
"1308 BEACH AV, VANCOUVER, BC",1208238,477988,Anchor Point Montessori,1208902,477646,98.42514279830952,00:01:38,0.845,schools
"1308 BEACH AV, VANCOUVER, BC",1208225,478017,Anchor Point Montessori,1208902,477646,98.42514279830952,00:01:38,0.845,schools
"1308 BEACH AV, VANCOUVER, BC",1208271,477957,Anchor Point Montessori,1208902,477646,98.42514279830952,00:01:38,0.845,schools
"1308 BEACH AV, VANCOUVER, BC",1208257,477970,Anchor Point Montessori,1208902,477646,98.42514279830952,00:01:38,0.845,schools
"1308 BEACH AV, VANCOUVER, BC",1208245,477981,Anchor Point Montessori,1208902,477646,98.42514279830952,00:01:38,0.845,schools
"1308 DEVONSHIRE CRESCENT, VANCOUVER, BC",1208750,474144,York House School,1208343,474486,91.74525260594223,00:01:31,0.765,schools
"1308 E 11TH AV, VANCOUVER, BC",1212886,475951,Queen Alexandra StrongStart Centre,1212974,476135,119.83232234172536,00:01:59,0.532,schools
"1308 E 11TH AV, VANCOUVER, BC",1212897,475951,Queen Alexandra StrongStart Centre,1212974,476135,119.83232234172536,00:01:59,0.532,schools
"1308 E 11TH AV, VANCOUVER, BC",1212880,475948,Queen Alexandra StrongStart Centre,1212974,476135,119.83232234172536,00:01:59,0.532,schools
"1308 E 11TH AV, VANCOUVER, BC",1212906,475951,Queen Alexandra StrongStart Centre,1212974,476135,119.83232234172536,00:01:59,0.532,schools
"1308 E 12TH AV, VANCOUVER, BC",1212902,475842,Stratford Hall,1213464,475654,96.83606942104028,00:01:36,0.925,schools
"1308 E 13TH AV, VANCOUVER, BC",1212894,475741,Stratford Hall,1213464,475654,89.54679609715569,00:01:29,0.776,schools
"1308 E 19TH AV, VANCOUVER, BC",1212886,475162,Tyee Elementary,1213165,475208,57.475195445539946,00:00:57,0.333,schools
"1308 E 27TH AV, VANCOUVER, BC",1212888,474372,Sir Richard McBride Elementary,1212891,474150,98.88000472398492,00:01:38,0.532,schools
"1308 HORNBY ST, VANCOUVER, BC",1208989,477645,Anchor Point Montessori,1208902,477646,65.6986541994635,00:01:05,0.279,schools
"1308 KINGSWAY, VANCOUVER, BC",1212893,474872,Tyee Elementary,1213165,475208,72.17123399729444,00:01:12,0.636,schools
"1308 KINGSWAY, VANCOUVER, BC",1212887,474894,Tyee Elementary,1213165,475208,72.17123399729444,00:01:12,0.636,schools
"1308 KINGSWAY, VANCOUVER, BC",1212888,474885,Tyee Elementary,1213165,475208,72.17123399729444,00:01:12,0.636,schools
"1308 W 15TH AV, VANCOUVER, BC",1208734,475458,L'Ecole Bilingue Elementary,1209026,475541,40.78609938694884,00:00:40,0.411,schools
"1308 W 37TH AV, VANCOUVER, BC",1208782,473255,Vancouver College,1208709,472956,156.52942033207785,00:02:36,0.829,schools
"1309 E 19TH AV, VANCOUVER, BC",1212892,475221,Tyee Elementary,1213165,475208,69.25008380653219,00:01:09,0.289,schools
"1309 E 21ST AV, VANCOUVER, BC",1212896,475020,Lord Selkirk StrongStart Centre,1213533,474792,127.57795772939534,00:02:07,0.826,schools
"1309 W 14TH AV, VANCOUVER, BC",1208748,475641,L'Ecole Bilingue Elementary,1209026,475541,91.6708657132187,00:01:31,0.579,schools
"1309 W 14TH AV, VANCOUVER, BC",1208732,475641,L'Ecole Bilingue Elementary,1209026,475541,91.6708657132187,00:01:31,0.579,schools
"131 ALEXANDER ST, VANCOUVER, BC",1211065,478522,Crosstown Elementary,1210665,477892,123.97650593210071,00:02:03,1.048,schools
"131 E 16TH AV, VANCOUVER, BC",1211056,475489,Simon Fraser Elementary,1210646,475505,67.15720630805066,00:01:07,0.524,schools
"131 E 16TH AV, VANCOUVER, BC",1211072,475489,Simon Fraser Elementary,1210646,475505,67.15720630805066,00:01:07,0.524,schools
"131 E 27TH AV, VANCOUVER, BC",1211091,474445,General Brock Elementary,1211269,473756,109.0165262755989,00:01:49,0.814,schools
"131 E 41ST AV, VANCOUVER, BC",1211131,472880,Sir Wm Van Horne Elementary,1210881,472668,71.41541954523618,00:01:11,0.471,schools
"131 PEVERIL AV, VANCOUVER, BC",1210691,474400,General Wolfe Elementary,1210854,474408,48.59707470975512,00:00:48,0.201,schools
"131 REGIMENT SQUARE, VANCOUVER, BC",1210436,477905,Crosstown Elementary,1210665,477892,110.91887773507324,00:01:50,1.035,schools
"131 W 13TH AV, VANCOUVER, BC",1210639,475783,Simon Fraser Elementary,1210646,475505,117.11640784687268,00:01:57,0.801,schools
"131 W 15TH AV, VANCOUVER, BC",1210644,475582,Simon Fraser Elementary,1210646,475505,101.42093845144686,00:01:41,0.595,schools
"131 W 23RD AV, VANCOUVER, BC",1210677,474739,General Wolfe Elementary,1210854,474408,108.06776601468023,00:01:48,0.603,schools
"131 W 26TH AV, VANCOUVER, BC",1210678,474499,General Wolfe Elementary,1210854,474408,73.93869027939452,00:01:13,0.367,schools
"131 W 2ND AV, VANCOUVER, BC",1210624,476893,St Patrick Regional Secondary,1211034,475992,188.6838389136916,00:03:08,1.555,schools
"131 W 40TH AV, VANCOUVER, BC",1210712,473038,Sir Wm Van Horne Elementary,1210881,472668,122.0177393742644,00:02:02,0.959,schools
"131 W HASTINGS ST, VANCOUVER, BC",1210561,478348,Crosstown Elementary,1210665,477892,97.77960687523314,00:01:37,0.86,schools
"131 W KING EDWARD AV, VANCOUVER, BC",1210673,474622,General Wolfe Elementary,1210854,474408,98.5946814729409,00:01:38,0.492,schools
"131 W WOODSTOCK AV, VANCOUVER, BC",1210710,472937,Sir Wm Van Horne Elementary,1210881,472668,102.73236239827804,00:01:42,0.615,schools
"131 WATER ST, VANCOUVER, BC",1210604,478518,Alexander Academy,1210097,478578,117.04266271490609,00:01:57,0.75,schools
"1310 BURNABY ST, VANCOUVER, BC",1208460,478193,Lord Roberts Elementary,1208355,478705,112.09780178998719,00:01:52,0.742,schools
"1310 BUTE ST, VANCOUVER, BC",1208622,478045,Lord Roberts Elementary,1208355,478705,114.29675727462451,00:01:54,0.924,schools
"1310 E 18TH AV, VANCOUVER, BC",1212890,475263,Tyee Elementary,1213165,475208,63.60192838279055,00:01:03,0.341,schools
"1310 E 20TH AV, VANCOUVER, BC",1212895,475063,Tyee Elementary,1213165,475208,78.88727484197597,00:01:18,0.437,schools
"1310 E 24TH AV, VANCOUVER, BC",1212901,474664,Sir Richard McBride Elementary,1212891,474150,105.63132461140434,00:01:45,0.802,schools
"1310 RICHARDS ST, VANCOUVER, BC",1209276,477367,Anchor Point Montessori,1208902,477646,65.66130608709187,00:01:05,0.609,schools
"1310 W 10TH AV, VANCOUVER, BC",1208727,475997,L'Ecole Bilingue Elementary,1209026,475541,117.73081112581889,00:01:57,0.913,schools
"1310 W 10TH AV, VANCOUVER, BC",1208742,475997,L'Ecole Bilingue Elementary,1209026,475541,117.73081112581889,00:01:57,0.913,schools
"1310 W 13TH AV, VANCOUVER, BC",1208747,475686,L'Ecole Bilingue Elementary,1209026,475541,122.3337861550301,00:02:02,0.853,schools
"1310 W 13TH AV, VANCOUVER, BC",1208733,475686,L'Ecole Bilingue Elementary,1209026,475541,122.3337861550301,00:02:02,0.853,schools
"1310 W 26TH AV, VANCOUVER, BC",1208748,474409,York House School,1208343,474486,97.36167774484696,00:01:37,0.454,schools
"1310 W 33RD AV, VANCOUVER, BC",1208774,473676,York House School,1208343,474486,160.44111669249796,00:02:40,1.185,schools
"1310 W 4TH AV, VANCOUVER, BC",1208621,476453,False Creek Elementary,1209243,476553,103.52360951076929,00:01:43,0.695,schools
"1310 W KING EDWARD AV, VANCOUVER, BC",1208757,474515,York House School,1208343,474486,66.13959163477722,00:01:06,0.504,schools
"1311 BEACH AV, VANCOUVER, BC",1208344,478080,Lord Roberts Elementary,1208355,478705,125.59944667482411,00:02:05,0.953,schools
"1311 E 13TH AV, VANCOUVER, BC",1212892,475797,Stratford Hall,1213464,475654,87.15038691476548,00:01:27,0.916,schools
"1311 E 18TH AV, VANCOUVER, BC",1212890,475321,Tyee Elementary,1213165,475208,75.27724474915433,00:01:15,0.386,schools
"1311 E 24TH AV, VANCOUVER, BC",1212901,474719,Sir Richard McBride Elementary,1212891,474150,125.06487685733339,00:02:05,0.797,schools
"1311 E 26TH AV, VANCOUVER, BC",1212894,474554,Sir Richard McBride Elementary,1212891,474150,109.91991429578657,00:01:49,0.652,schools
"1311 E 27TH AV, VANCOUVER, BC",1212895,474436,Sir Richard McBride Elementary,1212891,474150,103.72627917186239,00:01:43,0.533,schools
"1311 E 28TH AV, VANCOUVER, BC",1212897,474323,Sir Richard McBride Elementary,1212891,474150,82.76563487789589,00:01:22,0.417,schools
"1311 E 36TH AV, VANCOUVER, BC",1212879,473461,Sir Richard McBride Elementary,1212891,474150,132.25524635141016,00:02:12,0.996,schools
"1311 E 37TH AV, VANCOUVER, BC",1212880,473366,Sir Richard McBride Elementary,1212891,474150,138.0090805803537,00:02:18,1.087,schools
"1311 E 41ST AV, VANCOUVER, BC",1212859,472908,Sir Alexander Mackenzie Elementary,1212313,473057,132.75353394526704,00:02:12,0.858,schools
"1311 MINTO CRESCENT, VANCOUVER, BC",1208715,473864,York House School,1208343,474486,109.3403453970453,00:01:49,1.068,schools
"1311 THE CRESCENT, VANCOUVER, BC",1208741,475360,L'Ecole Bilingue Elementary,1209026,475541,110.73373384740104,00:01:50,0.984,schools
"1312 BALFOUR AV, VANCOUVER, BC",1208737,474806,York House School,1208343,474486,128.72767446946088,00:02:08,0.755,schools
"1312 E 23RD AV, VANCOUVER, BC",1212910,474761,Charles Dickens Elementary,1212535,475325,108.71319577483935,00:01:48,0.792,schools
"1312 E 26TH AV, VANCOUVER, BC",1212895,474489,Sir Richard McBride Elementary,1212891,474150,113.06347353526142,00:01:53,0.659,schools
"1312 E 27TH AV, VANCOUVER, BC",1212898,474373,Sir Richard McBride Elementary,1212891,474150,102.16235066589995,00:01:42,0.542,schools
"1312 E 28TH AV, VANCOUVER, BC",1212908,474263,Sir Richard McBride Elementary,1212891,474150,60.32060698004451,00:01:00,0.408,schools
"1312 E 31ST AV, VANCOUVER, BC",1212869,473939,Sir Richard McBride Annex,1212408,473884,147.20891613644253,00:02:27,0.871,schools
"1312 E 33RD AV, VANCOUVER, BC",1212874,473682,Sir Richard McBride Annex,1212408,473884,99.5120178410272,00:01:39,0.765,schools
"1312 E 35TH AV, VANCOUVER, BC",1212878,473500,Sir Richard McBride Annex,1212408,473884,117.53396474941552,00:01:57,0.933,schools
"1312 E 36TH AV, VANCOUVER, BC",1212880,473406,Sir Richard McBride Annex,1212408,473884,126.37836320701616,00:02:06,1.044,schools
"1312 E KING EDWARD AV, VANCOUVER, BC",1212893,474602,Sir Richard McBride Elementary,1212891,474150,129.6869508380368,00:02:09,0.777,schools
"1313 E 17TH AV, VANCOUVER, BC",1212894,475421,Tyee Elementary,1213165,475208,80.72014119284967,00:01:20,0.481,schools
"1313 W 32ND AV, VANCOUVER, BC",1208678,473990,York House School,1208343,474486,97.51250826389854,00:01:37,0.92,schools
"1313 W KING EDWARD AV, VANCOUVER, BC",1208750,474608,York House School,1208343,474486,75.86453678453239,00:01:15,0.605,schools
"1314 BROUGHTON ST, VANCOUVER, BC",1208397,478235,Lord Roberts Elementary,1208355,478705,94.51394936386097,00:01:34,0.669,schools
"1314 E 24TH AV, VANCOUVER, BC",1212911,474664,Sir Richard McBride Elementary,1212891,474150,89.91319893778142,00:01:29,0.851,schools
"1315 BROUGHTON ST, VANCOUVER, BC",1208336,478238,Lord Roberts Elementary,1208355,478705,108.50596696471544,00:01:48,0.726,schools
"1315 BUTE ST, VANCOUVER, BC",1208559,478034,Anchor Point Montessori,1208902,477646,96.15740716785125,00:01:36,0.758,schools
"1315 CARDERO ST, VANCOUVER, BC",1208157,478400,Lord Roberts Elementary,1208355,478705,82.33749489409259,00:01:22,0.596,schools
"1315 DAVIE ST, VANCOUVER, BC",1208570,478313,Lord Roberts Elementary,1208355,478705,63.355597219238774,00:01:03,0.584,schools
"1315 E 20TH AV, VANCOUVER, BC",1212901,475119,Tyee Elementary,1213165,475208,86.14070151156527,00:01:26,0.378,schools
"1315 E 23RD AV, VANCOUVER, BC",1212903,474814,Sir Richard McBride Elementary,1212891,474150,111.99713856782203,00:01:51,0.848,schools
"1315 E 33RD AV, VANCOUVER, BC",1212877,473738,Sir Richard McBride Annex,1212408,473884,110.23598568193954,00:01:50,0.803,schools
"1315 E 34TH AV, VANCOUVER, BC",1212877,473644,Sir Richard McBride Annex,1212408,473884,160.58433491782733,00:02:40,1.077,schools
"1315 E 39TH AV, VANCOUVER, BC",1212877,473136,Sir Alexander Mackenzie Elementary,1212313,473057,177.1468240853031,00:02:57,1.004,schools
"1315 LAURIER AV, VANCOUVER, BC",1208750,474755,York House School,1208343,474486,89.91413918315416,00:01:29,0.753,schools
"1315 W 15TH AV, VANCOUVER, BC",1208734,475539,L'Ecole Bilingue Elementary,1209026,475541,72.10380585728609,00:01:12,0.476,schools
"1315 W 7TH AV, VANCOUVER, BC",1208722,476354,Peak House,1208284,476091,124.1516489708704,00:02:04,0.76,schools
"1316 CONNAUGHT DRIVE, VANCOUVER, BC",1208680,474044,York House School,1208343,474486,144.77173082640905,00:02:24,0.724,schools
"1316 E 10TH AV, VANCOUVER, BC",1212894,476041,Queen Alexandra StrongStart Centre,1212974,476135,105.90290366643285,00:01:45,0.55,schools
"1316 E 13TH AV, VANCOUVER, BC",1212904,475741,Stratford Hall,1213464,475654,99.34462588884247,00:01:39,0.816,schools
